position,artist,track,year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,duration_ms,time_signature
753,Purple Haze,Bergen - Extended Mix,2018,0.672,0.856,5,-2.738,0.0829,0.00121,0.00619,0.635,0.168,128.065,3s8BbIQN7by3SoTFuM3Ndx,spotify:track:3s8BbIQN7by3SoTFuM3Ndx,325630,4
752,The Thrillseekers & Stine Grove & Solarstone,Anywhere With You - Solarstone Pure Mix,2016,0.655,0.791,6,-7.364,0.0721,0.00158,0.00441,0.107,0.294,136.004,4AMlvhGdATpEEIzwB0zTfz,spotify:track:4AMlvhGdATpEEIzwB0zTfz,544950,4
751,Above & Beyond & Jerome Isma-Ae,Anjunabeach - Jerome Isma-Ae Remix,2009,0.442,0.856,10,-9.002,0.0572,5.69e-05,0.805,0.152,0.382,130.001,0Hnm7y19vetNGpBApuQFMY,spotify:track:0Hnm7y19vetNGpBApuQFMY,466992,4
750,Ferry Corsten & Paul Oakenfold,A Slice Of Heaven - Extended Mix,2018,0.587,0.997,7,-7.099,0.0525,0.0015,0.879,0.148,0.387,134.994,6WD08JNFxt0lRFX1cpXrHb,spotify:track:6WD08JNFxt0lRFX1cpXrHb,420114,4
749,Solarstone,4Ever - Pure Retouch,2014,0.537,0.782,2,-7.718,0.0333,0.000227,0.837,0.0779,0.297,136.014,0pqJfG9Kso0BRd1OmzUCG4,spotify:track:0pqJfG9Kso0BRd1OmzUCG4,516694,4
748,Riva & Armin van Buuren,Time Is The Healer - Armin van Buuren Extended Dub,2002,0.593,0.851,5,-10.498,0.0528,5.43e-05,0.76,0.0798,0.656,138.005,1j16DrcqwqTrfOQY5BcT1j,spotify:track:1j16DrcqwqTrfOQY5BcT1j,419213,4
747,Joop,The Future - Original Mix,2007,0.591,0.845,7,-8.2,0.0666,0.000123,0.91,0.552,0.0395,138.011,5OT05fCsD04uyZsAL4gBvB,spotify:track:5OT05fCsD04uyZsAL4gBvB,457762,4
746,Markus Schulz,The New World - Original Mix,2009,0.692,0.637,11,-9.805,0.0672,0.00151,0.863,0.1,0.0377,135.997,7HQ3aCTbdzdg62cJowcGUV,spotify:track:7HQ3aCTbdzdg62cJowcGUV,459093,4
745,Push,Till We Meet Again,2007,0.677,0.924,10,-9.672,0.0487,0.00235,0.712,0.0631,0.31,140.042,3JV2K1C2Bd9JD8zjoqeZ49,spotify:track:3JV2K1C2Bd9JD8zjoqeZ49,513160,4
744,Envio,Time To Say Goodbye - Passiva Remix,2004,0.484,0.853,9,-8.507,0.0333,0.000113,0.814,0.0734,0.246,137.999,0t12bk2op5w6GLo3FJw6ze,spotify:track:0t12bk2op5w6GLo3FJw6ze,563781,4
743,4 Strings,Sunrise,2006,0.528,0.764,2,-8.465,0.0393,3.29e-05,0.905,0.0634,0.181,138.009,5e5I3LPLDrazXcdKraPElw,spotify:track:5e5I3LPLDrazXcdKraPElw,466227,4
742,Cosmic Gate & Arnej,Sometimes They Come Back for More - Extended Mix,2012,0.717,0.703,1,-9.428,0.0756,0.0011,0.904,0.0755,0.106,132.003,4jtwevAhHXJtRdRQcHocZ5,spotify:track:4jtwevAhHXJtRdRQcHocZ5,467987,4
741,Andrew Bayer,Once Lydian - Original Mix,2014,0.826,0.591,6,-5.873,0.0764,0.00176,0.211,0.0877,0.236,127.995,3wBvIPL1ZkVIlM20xGrZ6n,spotify:track:3wBvIPL1ZkVIlM20xGrZ6n,383640,4
740,Gareth Emery,Mezzanine,2019,0.546,0.855,8,-4.849,0.04,0.00193,0.105,0.283,0.116,129.944,6fr1oGWhDjazOV7gEAKZlh,spotify:track:6fr1oGWhDjazOV7gEAKZlh,270000,4
739,Sebastian Brandt,Mana - Original Mix,2012,0.543,0.993,3,-6.787,0.0815,0.000545,0.91,0.837,0.21,137.98,0vEV6pR0OVFJ95LW1bMqRr,spotify:track:0vEV6pR0OVFJ95LW1bMqRr,483471,4
738,Gareth Emery & Janet Devlin,Lost,2016,0.558,0.917,11,-5.691,0.0915,0.132,3.13e-05,0.235,0.484,127.975,3sQBMQEMd8YKcTVWfsXhcb,spotify:track:3sQBMQEMd8YKcTVWfsXhcb,271081,4
737,W&W,Lift Off! - Original Mix,2012,0.702,0.818,8,-5.261,0.0935,0.00137,0.218,0.0655,0.372,128.006,5HZQipw98poTN9zRpZIkQO,spotify:track:5HZQipw98poTN9zRpZIkQO,300000,4
736,Orjan Nilsen,The Late Anthem - Way Too Late Mix,2014,0.677,0.942,5,-3.745,0.0538,0.00141,0.901,0.0617,0.702,127.976,5t9DC2OzPcp4HlJsXOnvbh,spotify:track:5t9DC2OzPcp4HlJsXOnvbh,335494,4
735,Way Out West & Orkidea,Killa - Orkidea Mix,2005,0.566,0.916,4,-8.396,0.0718,0.000215,0.891,0.0762,0.782,135.007,40BsEMOHVy6DAjofndUQ6x,spotify:track:40BsEMOHVy6DAjofndUQ6x,558222,4
734,MaRLo & Chloe,You And Me - Extended Mix,2016,0.693,0.874,9,-5.262,0.0553,6.53e-05,0.00964,0.0676,0.229,132.022,2y7YJZCUabTfkf7yAJYB9i,spotify:track:2y7YJZCUabTfkf7yAJYB9i,343000,4
733,Jeremy Vancaulart & Danyka Nadeau,Hurt - Extended Mix,2018,0.694,0.654,6,-5.11,0.0457,0.000139,0.0408,0.0542,0.309,131.968,5cqXUv2kcFEhGgY3Nwhszy,spotify:track:5cqXUv2kcFEhGgY3Nwhszy,276673,4
732,Ruben de Ronde & Louise Rademakers & Giuseppe Ottaviani,Games - Giuseppe Ottaviani Extended Remix,2019,0.53,0.979,0,-5.76,0.0451,0.00104,0.735,0.629,0.532,138.005,3AOAS3ocSHPaHXvhe3eiWt,spotify:track:3AOAS3ocSHPaHXvhe3eiWt,401739,4
731,ReOrder & STANDERWICK & Sky Patrol,Folding Your Universe - Original Mix,2013,0.662,0.972,11,-6.984,0.0993,0.0115,0.911,0.1,0.147,138.003,3wCVr33GXo4EqA98K1UXpi,spotify:track:3wCVr33GXo4EqA98K1UXpi,422609,4
730,Cosmic Gate & Eric Lumiere,Falling Back - Extended Mix,2014,0.694,0.828,0,-4.25,0.111,0.000731,0.00197,0.108,0.278,127.98,3Vq3v1yVcp5FpQ8tSn2GMd,spotify:track:3Vq3v1yVcp5FpQ8tSn2GMd,420029,4
729,Andy Moor,Fake Awake - The Blizzard Remix,2008,0.595,0.875,9,-8.797,0.0544,0.000443,0.788,0.457,0.504,130.52,6kOsU1Ladx0RsWOr9E1lPk,spotify:track:6kOsU1Ladx0RsWOr9E1lPk,518293,4
728,Andrew Rayel,Dark Side Of The Harmony (FYH 200 Anthem) - Extended Mix,2020,0.688,0.995,2,-3.533,0.229,0.000795,0.5,0.296,0.0604,139.971,35fyG2ZCN0ijlNiBbJ3n9l,spotify:track:35fyG2ZCN0ijlNiBbJ3n9l,347250,4
727,GAIA,Crossfire - Extended Mix,2017,0.441,0.672,7,-4.017,0.0729,0.000895,0.895,0.0752,0.211,132.043,00u2onQrvoz0VBJjMJDj48,spotify:track:00u2onQrvoz0VBJjMJDj48,382500,4
726,Fisherman & Hawkins,Apache - Original Mix,2013,0.64,0.954,6,-1.968,0.0612,0.000507,0.592,0.193,0.344,131.001,2EJZYwvixuanC3vhK36ibW,spotify:track:2EJZYwvixuanC3vhK36ibW,480556,4
725,DJ Eco,And We Flew Away,2010,0.678,0.651,6,-5.011,0.0585,9.09e-05,0.589,0.279,0.387,136.977,5jOblsQvs6QTw1nS6jn0kN,spotify:track:5jOblsQvs6QTw1nS6jn0kN,504798,4
724,Aly & Fila & Luke Bond & Audrey Gallagher,Million Voices - Extended Mix,2016,0.484,0.937,6,-4.69,0.0712,0.000122,0.278,0.177,0.399,139.986,4vPJXzwWlLjYser0Qcmv49,spotify:track:4vPJXzwWlLjYser0Qcmv49,458000,4
723,Andy Moor & Orkidea & A. Moor,YearZero - Andy Moor's First Light Remix,2011,0.568,0.89,7,-8.626,0.0471,8.55e-06,0.896,0.317,0.149,131.009,5L78F8C7dYWDzHFcNk4amq,spotify:track:5L78F8C7dYWDzHFcNk4amq,573130,4
722,Alexander Popov,Revolution In You - Main Mix,2011,0.634,0.91,2,-7.003,0.0461,0.000174,0.867,0.109,0.169,134.017,6GgMexp5oD2pre2xZb1O6c,spotify:track:6GgMexp5oD2pre2xZb1O6c,442404,4
721,Max Graham & Neev Kennedy,Sun In The Winter - Alex M.O.R.P.H. Remix,2010,0.479,0.997,6,-5.691,0.0692,0.000119,0.818,0.848,0.188,136.987,46b9z0oabOT8z9vlCrXPNX,spotify:track:46b9z0oabOT8z9vlCrXPNX,561169,4
720,Plastic Boy,Silver Bath,2011,0.636,0.596,1,-11.729,0.0559,0.00758,0.901,0.111,0.603,137.995,594GxAJXqgQC38BRZu8RG4,spotify:track:594GxAJXqgQC38BRZu8RG4,467827,4
719,Fatum & Genix & Jaytech & Judah,We're All In This Together - Above & Beyond Respray,2020,0.527,0.786,0,-6.236,0.0295,0.00244,0.0295,0.105,0.126,128.003,3eiXrec24mFTStJH5YqRGV,spotify:track:3eiXrec24mFTStJH5YqRGV,266472,4
718,Aly & Fila & Deirdre McLaughlin,Gravity - Extended Mix,2019,0.5,0.99,5,-4.264,0.0449,1.86e-05,0.753,0.498,0.371,139.98,6OO96onEJl8PYH3pihJTnI,spotify:track:6OO96onEJl8PYH3pihJTnI,499130,4
717,Craig Connelly & Cate Kanell,Shipwreck - Original Mix,2015,0.515,0.897,0,-6.654,0.045,0.000389,0.326,0.53,0.0369,134.985,2OsHcxAE4E9n7z57yN5VAl,spotify:track:2OsHcxAE4E9n7z57yN5VAl,483549,4
716,Armin van Buuren & Alexander Popov,Popcorn - Extended Mix,2018,0.4,0.969,1,-4.433,0.0696,0.00242,0.574,0.234,0.0362,94.915,3XnpAbd219zgPyZGPfn8HC,spotify:track:3XnpAbd219zgPyZGPfn8HC,316163,5
715,Airwave,Ladyblue - 1992 Flight,2004,0.496,0.88,3,-11.499,0.0351,0.00405,0.889,0.0936,0.618,136.006,0sdhm9lOWy4WqYYdKm48uh,spotify:track:0sdhm9lOWy4WqYYdKm48uh,642600,4
714,Randy Katana,In Silence - Txitxarro Mix,2004,0.612,0.972,11,-10.189,0.0435,0.000392,0.897,0.574,0.355,139.997,6Pvaumhcu0gyXzQ4XT26sf,spotify:track:6Pvaumhcu0gyXzQ4XT26sf,564507,4
713,Andrew Rayel & Lola Blanc,Horizon - Extended Mix,2018,0.624,0.912,5,-2.426,0.0427,0.000901,1.87e-05,0.669,0.327,132.023,7mV8UxnLFInQTaDrsXvfDF,spotify:track:7mV8UxnLFInQTaDrsXvfDF,298182,4
712,London Grammar,Hey Now - Arty Remix,2014,0.741,0.794,5,-4.093,0.174,0.0104,0.283,0.104,0.202,128.015,3LsiTVim2hBRogdJxiJ3Ry,spotify:track:3LsiTVim2hBRogdJxiJ3Ry,355078,4
711,Parker & Hanson,Gravity - Original Mix,2014,0.787,0.518,11,-10.057,0.0516,0.0304,0.894,0.0865,0.085,123.993,6HYJDIhyNPECOOhaEueoTF,spotify:track:6HYJDIhyNPECOOhaEueoTF,493576,4
710,Claudia Cazacu & Audrey Gallagher,Freefalling - Original Mix,2009,0.505,0.899,2,-7.871,0.0507,0.00166,0.0876,0.763,0.342,138.016,1dRok3FKQlhYlzxs1bSiM6,spotify:track:1dRok3FKQlhYlzxs1bSiM6,486314,4
709,Dutch Force,Deadline - Original Mix,2013,0.616,0.912,5,-8.273,0.0482,0.00471,0.916,0.0759,0.214,137.056,5PRUaswJTNpb3KbtPoWhju,spotify:track:5PRUaswJTNpb3KbtPoWhju,453587,4
708,Gareth Emery & Ashley Wallbridge & CVNT5,CVNT5,2016,0.524,0.924,7,-4.768,0.0441,0.00129,0.00946,0.0991,0.201,127.994,7FfO0eblBYav0SsthnzT64,spotify:track:7FfO0eblBYav0SsthnzT64,277090,4
707,ATB & Andrew Rayel,Connected - Extended Mix,2017,0.803,0.481,2,-5.022,0.0514,0.0335,0.899,0.097,0.291,127.985,34ZFbpUbQmy4En7xohEaCG,spotify:track:34ZFbpUbQmy4En7xohEaCG,311191,4
706,DJ Shah & Adrina Thorpe & Aly & Fila,Back To You - Aly & Fila Remix,2008,0.481,0.978,6,-7.383,0.0568,0.000359,0.827,0.32,0.377,139.983,6Ao4cbmrJ6omlpO6lm8yLX,spotify:track:6Ao4cbmrJ6omlpO6lm8yLX,588374,4
705,ReOrder & Bo Bruce,We Are The World - Extended Mix,2020,0.556,0.949,0,-4.758,0.0392,0.000161,0.167,0.16,0.337,137.974,5H3KxHrcRFMyQ6o2dNxOvk,spotify:track:5H3KxHrcRFMyQ6o2dNxOvk,342934,4
704,Armin van Buuren & Victoria Horn,Wait for You - Song For The Ocean,2003,0.525,0.771,9,-11.85,0.0294,0.0134,0.325,0.867,0.614,135.986,0OtmhC4G6HVXSstkVCPRmL,spotify:track:0OtmhC4G6HVXSstkVCPRmL,432533,4
703,Fragma & Inpetto,Toca Me - Inpetto 2008 Mix,2008,0.807,0.616,0,-9.56,0.0763,0.00271,0.86,0.042,0.583,130.009,5aUNkxpVzl9aBMTVimODhL,spotify:track:5aUNkxpVzl9aBMTVimODhL,496769,4
702,James Dymond & Chris Schweizer,Spectrum - Extended Mix,2017,0.466,0.982,4,-7.059,0.0789,0.000324,0.757,0.464,0.315,137.998,1Vd0WyAomJGTU7b6Z46W03,spotify:track:1Vd0WyAomJGTU7b6Z46W03,454044,4
701,DRYM & Jennifer Rene,Smile - Extended Mix,2016,0.527,0.936,0,-4.775,0.0417,0.00273,0.376,0.316,0.387,130.019,6TOavBVFezinsiymjiqAlI,spotify:track:6TOavBVFezinsiymjiqAlI,331846,4
700,First State,Sierra Nevada - Extended Mix,2009,0.559,0.873,11,-9.224,0.0559,0.000216,0.868,0.377,0.255,138.032,3CYL4xHDrpMI1SEohE6P5H,spotify:track:3CYL4xHDrpMI1SEohE6P5H,544426,4
699,Andy Moor & Carrie Skipper,She Moves - Original Mix,2010,0.58,0.818,7,-5.404,0.033,4.5e-05,0.389,0.225,0.571,134.99,5WID4Dm1MktMmsnGksMeSz,spotify:track:5WID4Dm1MktMmsnGksMeSz,550833,4
698,Peter Martin & Anthanasia,Perfect Wave - Original Mix,2004,0.593,0.95,2,-10.214,0.0479,0.00522,0.859,0.0782,0.82,135.009,0Y95OEnDP4zgxW7A5NPoKN,spotify:track:0Y95OEnDP4zgxW7A5NPoKN,620205,4
697,Alexander Popov,Lost Language - Original Mix,2013,0.651,0.851,6,-8.5,0.052,0.000496,0.892,0.307,0.0957,133.981,6TmQxKR3UmBESjB3ZVXH6R,spotify:track:6TmQxKR3UmBESjB3ZVXH6R,415522,4
696,Active Sight,Out Of Our Lives - Original Mix,2003,0.571,0.655,6,-10.051,0.0426,0.000105,0.887,0.0918,0.62,138.008,4jFabatgq4SjS27krYiXV1,spotify:track:4jFabatgq4SjS27krYiXV1,501973,4
695,Chris Schweizer,Near The End - Extended Mix,2019,0.61,0.935,11,-6.826,0.056,0.00202,0.859,0.295,0.141,137.985,4ncMuUQQnnHGEZMSUjyVru,spotify:track:4ncMuUQQnnHGEZMSUjyVru,460634,4
694,Glenn Morrison,Contact,2018,0.901,0.532,10,-8.515,0.143,0.0807,0.896,0.565,0.861,128.023,0mtIQKs3F9vlofkBKP6bgx,spotify:track:0mtIQKs3F9vlofkBKP6bgx,400000,4
693,Armin van Buuren,Last Stop Before Heaven,2013,0.434,0.843,11,-6.984,0.0438,0.00845,0.935,0.329,0.0429,132.009,5dlmVFEhswX1I0704LlyiX,spotify:track:5dlmVFEhswX1I0704LlyiX,387320,3
692,Maarten de Jong & Allen Watts,Hatseflats - Extended Mix,2020,0.518,0.924,11,-5.261,0.0468,8.25e-05,0.891,0.202,0.123,135.997,0yqZTUdL0Mse0Vl30i5Syr,spotify:track:0yqZTUdL0Mse0Vl30i5Syr,392034,4
691,Lost Witness & Lange,Happiness Happening - Lange Remix,1999,0.652,0.567,3,-9.117,0.0365,0.0141,0.135,0.105,0.0397,141.85,3WO5OSp8pvBtdzVjnO3GHI,spotify:track:3WO5OSp8pvBtdzVjnO3GHI,556566,4
690,Giuseppe Ottaviani,Follow The White Rabbit - Extended Mix,2019,0.559,0.959,6,-7.47,0.0501,0.000341,0.896,0.0796,0.433,138.003,5d3bfM0AJpimbL5CF2OXyO,spotify:track:5d3bfM0AJpimbL5CF2OXyO,379434,4
689,Simon Patterson & Magnus,Evoke - Extended Mix,2016,0.537,0.993,7,-4.154,0.0584,0.000141,0.864,0.224,0.303,139.988,0QuJBEhGVYcxIkCqE9aCSC,spotify:track:0QuJBEhGVYcxIkCqE9aCSC,398000,4
688,Ferry Corsten & Arkham Knights,Eternity - Arkham Knights Remix,2018,0.253,0.991,1,-5.116,0.0732,0.00057,0.899,0.701,0.138,133.003,3hQlz2fgNZRcFTzttrKnbc,spotify:track:3hQlz2fgNZRcFTzttrKnbc,235046,4
687,Zirenz & Whiteroom,Edge of Space Ultimate - Whiteroom Remix,2020,0.576,0.968,2,-7.904,0.0396,0.00369,0.884,0.107,0.161,134.995,37NSuJjlVpHVLzsczJ1fe2,spotify:track:37NSuJjlVpHVLzsczJ1fe2,509987,4
686,Solid Globe,North Pole - Original Mix (Remastering 2014),2014,0.49,0.916,10,-5.595,0.0429,0.000169,0.822,0.352,0.179,134.999,1vldQihMz6A5SpCCFP8pjo,spotify:track:1vldQihMz6A5SpCCFP8pjo,478320,4
685,Lange & Skye,Drifting Away - Lange's Sunset Mix,2001,0.585,0.922,4,-8.342,0.0482,0.00275,0.863,0.176,0.0404,135.964,5d0mx2RZ6Wwi9jNjGdBz1y,spotify:track:5d0mx2RZ6Wwi9jNjGdBz1y,433262,4
684,7 Skies & Static Blue,Central Park - Original Mix,2009,0.466,0.949,0,-7.428,0.048,8.77e-05,0.776,0.791,0.435,137.995,4ixQnZ2bnKKqPSQRNGX23v,spotify:track:4ixQnZ2bnKKqPSQRNGX23v,544375,4
683,Filo & Peri & Eric Lumiere,Anthem - Original Radio Version,2013,0.545,0.966,6,-4.778,0.0513,0.00298,0.00031,0.368,0.444,136.015,5UhpYsnGYN3UleqcuwtICA,spotify:track:5UhpYsnGYN3UleqcuwtICA,202533,4
682,Carl B,All Day - Original,2005,0.517,0.872,7,-9.884,0.0442,0.000188,0.921,0.0579,0.574,138.011,212tQ3HolstaFcd78jpjrO,spotify:track:212tQ3HolstaFcd78jpjrO,514656,4
681,Super8 & P.O.S. & Aalto,5 - Original Mix,2006,0.68,0.613,1,-10.61,0.0951,0.000583,0.777,0.0914,0.475,133.996,1y5vlU9pxaDI3HyjP17wSU,spotify:track:1y5vlU9pxaDI3HyjP17wSU,458920,4
680,A.r.d.i. & Cari,These Words - Original Mix,2015,0.502,0.978,0,-6.434,0.0591,8.31e-05,0.61,0.149,0.315,138.041,1avv7iCleXPpbccQzP7tfO,spotify:track:1avv7iCleXPpbccQzP7tfO,428229,4
679,Ana Criado & A.r.d.i.,Still There's You - A.R.D.I. Remix,2017,0.444,0.995,4,-5.81,0.08,6.22e-05,0.386,0.499,0.386,139.977,58UBXVPmrWoPdruRqvNReu,spotify:track:58UBXVPmrWoPdruRqvNReu,382287,4
678,Dimitri Vegas & Like Mike & Armin van Buuren & W&W,Repeat After Me - Extended Mix,2019,0.392,0.753,8,-3.901,0.058,0.000251,0.661,0.128,0.407,132.034,05aWwGFiy56ROICYyAMLe5,spotify:track:05aWwGFiy56ROICYyAMLe5,310909,4
677,W&W,Moscow - Original Mix,2012,0.757,0.602,2,-6.453,0.0513,0.000311,0.143,0.0382,0.362,130.041,1r2tEsqmp0N1izLkYpa1ro,spotify:track:1r2tEsqmp0N1izLkYpa1ro,320308,4
676,Andrew Rayel,Light Side Of The Harmony (FYH 200 Anthem) - Extended Mix,2020,0.654,0.906,5,-2.855,0.13,0.00487,0.0166,0.0985,0.251,129.973,2CpM7jfaQNmgjNQxEzIEVy,spotify:track:2CpM7jfaQNmgjNQxEzIEVy,353000,4
675,Simon Patterson & Sarah Howells,Dissolve - Original Mix,2014,0.61,0.812,7,-5.42,0.0805,0.00177,0.677,0.134,0.127,132.025,2rXHDN2W5Jl3xRkhUSvS9i,spotify:track:2rXHDN2W5Jl3xRkhUSvS9i,481932,4
674,Photographer & Susana,Find A Way,2015,0.537,0.942,0,-6.268,0.0431,0.000377,0.819,0.622,0.172,136.015,4NtIJlZ1npk0JUEtWSbPYg,spotify:track:4NtIJlZ1npk0JUEtWSbPYg,444000,4
673,Ruben de Ronde & Jessika Dawn,Escape,2019,0.657,0.776,8,-4.087,0.0378,0.15,0.91,0.501,0.121,126.014,2uqc2BZtZXkeo6O8AUGmmd,spotify:track:2uqc2BZtZXkeo6O8AUGmmd,207017,4
672,Aria,Dido - Armin Van Buuren's Universal Religion Mix,2000,0.491,0.938,5,-9.575,0.0437,8.26e-05,0.812,0.33,0.0763,139.972,1bo1YUmaRWQMBYPoLZcfty,spotify:track:1bo1YUmaRWQMBYPoLZcfty,688933,4
671,System F,Cry - Original Extended,2000,0.608,0.782,10,-7.497,0.0365,0.000161,0.411,0.101,0.453,135.986,6oBCORvGD16mZ9bGOcLtXj,spotify:track:6oBCORvGD16mZ9bGOcLtXj,440253,4
670,Perry O'Neil,Wave Force - Original Mix,2004,0.754,0.606,10,-9.179,0.0666,0.000301,0.939,0.0958,0.815,132.016,47wAu2rJmKwCHulpcrRvYP,spotify:track:47wAu2rJmKwCHulpcrRvYP,583053,4
669,Dumonde,Never Look Back - Full On Vocal Mix,2013,0.511,0.868,7,-7.912,0.0636,0.0307,0.504,0.108,0.248,140.009,62Mx86q5VEiqqw0Hnjtupl,spotify:track:62Mx86q5VEiqqw0Hnjtupl,561747,4
668,Denis Kenzo & Alexandra Badoi,More Time - Original Mix,2016,0.565,0.907,4,-5.162,0.0938,0.00112,0.00175,0.345,0.393,132.011,0qk7e4VAnp4YSnfN5b03GX,spotify:track:0qk7e4VAnp4YSnfN5b03GX,349091,4
667,Super8 & Tab,Irufushi - Original Mix,2009,0.631,0.781,7,-7.393,0.0493,0.0254,0.82,0.0707,0.347,133.985,2t1rAU9tswttJrABhJyCql,spotify:track:2t1rAU9tswttJrABhJyCql,412396,4
666,GAIA,In Principio - Original Mix,2015,0.562,0.936,11,-5.413,0.039,0.00798,0.649,0.885,0.0832,135.006,6TgiMaBO0HIoeOhUlEvAxs,spotify:track:6TgiMaBO0HIoeOhUlEvAxs,325270,4
665,Jon O'Bir & FISHER & John O'Callaghan,Found A Way (feat. Fisher) - Joint Operations Centre Remix,2010,0.554,0.991,1,-3.629,0.104,0.000191,0.121,0.0835,0.14,136.99,1JKBybDRR1ugiaW5GhCufk,spotify:track:1JKBybDRR1ugiaW5GhCufk,497159,4
664,Kamaya Painters,Far From Over,2000,0.765,0.697,11,-12.857,0.0507,1.24e-05,0.901,0.639,0.255,139.023,04RGASAXqnt4YtPf4K1lyY,spotify:track:04RGASAXqnt4YtPf4K1lyY,354293,4
663,HALIENE & Ruben de Ronde,Dream In Color - Ruben de Ronde Remix,2018,0.687,0.786,8,-4.589,0.0839,0.01,0.0924,0.659,0.41,128.02,60UKKwL6Y75Q7puBqptFSD,spotify:track:60UKKwL6Y75Q7puBqptFSD,379000,4
662,Aly & Fila & Jwaydan,Coming Home - Original Mix,2012,0.557,0.933,1,-5.547,0.066,0.00072,0.0539,0.0826,0.334,139.995,0tRQ1KKKRgAJxAQfE8b6nW,spotify:track:0tRQ1KKKRgAJxAQfE8b6nW,504000,4
661,Zedd & Foxes,Clarity,2012,0.509,0.781,8,-3.48,0.072,0.0398,0,0.0749,0.176,128.0,60wwxj6Dd9NJlirf84wr2c,spotify:track:60wwxj6Dd9NJlirf84wr2c,271427,4
660,Orjan Nilsen,Arctic Globe - Original Mix,2006,0.482,0.917,10,-9.768,0.0515,0.000156,0.902,0.309,0.202,138.015,23PHD3dgAmNpfg5xGxMg6T,spotify:track:23PHD3dgAmNpfg5xGxMg6T,482702,4
659,Fabio XB & Ronnie Play & Gabriel Cage,Inside Of You - Cosmic Gate Remix,2009,0.778,0.503,1,-13.544,0.0814,0.015,0.89,0.0843,0.11,131.968,131SCKxgT2Rf5pVXoK2DGv,spotify:track:131SCKxgT2Rf5pVXoK2DGv,492727,4
658,Ben Gold,Where Life Takes Us - Original Mix,2012,0.509,0.948,0,-5.165,0.0367,0.00015,0.921,0.0469,0.686,132.0,1tFejokZE7vIS0BzQaj4RX,spotify:track:1tFejokZE7vIS0BzQaj4RX,445455,4
657,Cressida & Kyau & Albert,6AM - Kyau & Albert Update,2017,0.613,0.9,9,-4.259,0.0609,9.74e-05,0.835,0.037,0.523,133.995,31PWf9xgBHWEgVz2RceNRA,spotify:track:31PWf9xgBHWEgVz2RceNRA,453184,4
656,Jorn Van Deynhoven,We Can Fly - Extended Mix,2016,0.643,0.933,11,-6.697,0.0858,0.0014,0.817,0.559,0.0722,136.0,650IoSOmTWS33SCkKkQBd1,spotify:track:650IoSOmTWS33SCkKkQBd1,412001,4
655,Zoo Brazil & Leah,You Can Have It All - George Acosta Remix,2010,0.69,0.698,8,-7.103,0.0474,0.00156,0.345,0.0899,0.206,128.006,60ZFa4LqJ8WhjWuCuQA0Fw,spotify:track:60ZFa4LqJ8WhjWuCuQA0Fw,507499,4
654,Cygnus X,The Orange Theme - Ferry Corsten's Moonman Orange Juice Remix,2001,0.623,0.976,8,-10.469,0.0487,8.71e-05,0.706,0.111,0.275,144.988,27fAWLPNIku5blqTmLv8bE,spotify:track:27fAWLPNIku5blqTmLv8bE,420827,4
653,Giuseppe Ottaviani & Ferry Corsten,Magenta - Extended Mix,2013,0.607,0.705,2,-7.814,0.0301,0.000306,0.935,0.0885,0.294,131.989,0q4FZtQHF56LqkIRLPdY2Q,spotify:track:0q4FZtQHF56LqkIRLPdY2Q,442087,4
652,Roman Messer & Roxanne Emery,Lullaby,2017,0.531,0.858,8,-5.599,0.0532,0.00288,0.00144,0.336,0.112,131.929,0oWtPDUbrZY1idnbq70ioi,spotify:track:0oWtPDUbrZY1idnbq70ioi,236373,4
651,Sander van Doorn & Carol Lee,Love Is Darkness (feat. Carol Lee),2011,0.766,0.74,0,-4.257,0.0447,0.00152,0.0114,0.0518,0.27,129.999,1L8tRYYrbpVSKwP6ZjYozy,spotify:track:1L8tRYYrbpVSKwP6ZjYozy,461538,4
650,PRAANA & Matt Fax & HALIENE,Kaleidoscope - Extended Mix,2019,0.651,0.881,9,-5.736,0.0395,0.00514,0.0851,0.093,0.209,121.983,0XuN6E7e5LmS3g8mS7iEmV,spotify:track:0XuN6E7e5LmS3g8mS7iEmV,420984,4
649,Tenishia & Tiff Lacey,Burning From The Inside - Original Mix,2009,0.686,0.784,5,-7.907,0.0345,0.0446,0.366,0.424,0.266,132.003,3Wvw6sieM2VgKsWZfoqt3F,spotify:track:3Wvw6sieM2VgKsWZfoqt3F,418646,4
648,Heatbeat,Paradise Garage - Piano Mix,2008,0.565,0.859,10,-8.062,0.0482,0.000485,0.786,0.069,0.552,130.001,6atYClF2HaaJl3tPhzv0K6,spotify:track:6atYClF2HaaJl3tPhzv0K6,450466,4
647,Bedrock,Heaven Scent - Original Mix,1999,0.657,0.866,7,-15.268,0.058,0.00108,0.871,0.729,0.666,134.988,5lLpIhfhPGiU45tA5dYyH5,spotify:track:5lLpIhfhPGiU45tA5dYyH5,630354,4
646,Andrew Rayel & Olivia Sebastianelli,Everything Everything - Extended Mix,2020,0.724,0.71,5,-5.118,0.0663,0.007,0.078,0.215,0.2,127.981,4enpm6PXOBLhWasBJQW8vR,spotify:track:4enpm6PXOBLhWasBJQW8vR,474000,4
